Country,Region,City,Type,North_Traffic (m),East_Traffic (m),West_Traffic (m),South_Traffic (m),North_Time(s),East_Time(s),West_Time(s),South_Time(s)
India,Kothrud,Pune,4-way,11,20,153,0,23,34,77,10
India,Viman Nagar,Pune,4-way,825,5,7,0,105,16,18,10
India,Aundh,Pune,4-way,438,358,60,108,105,105,54,71
India,Magarpatta City,Pune,4-way,68,44,1,167,57,48,11,79
India,New Kalyani Nagar,Pune,4-way,486,19,121,115,105,33,73,72
India,LBS Marg Junction,Mumbai,4-way,9,38,17,68,21,45,30,57
India,Gandhi Nagar Junction,Mumbai,4-way,78,12,43,13,61,24,47,26
India,Jolly Marg Junction,Mumbai,4-way,16,16,66,79,29,29,56,62
India,Nikolsawadi Circle,Mumbai,4-way,18,79,957,162,32,62,105,78
India,MIDC A Cross Road,Mumbai,4-way,123,194,16,0,73,83,29,10
India,N S Phadke Marg,Mumbai,4-way,633,35,1052,101,105,44,105,70
India,Gokhale Bridge,Delhi,4-way,159,35,87,55,78,44,65,52
India,DND Flyway,Delhi,4-way,43,26,5,157,47,40,16,78
India,Maharani Bagh,Delhi,4-way,0,1073,88,45,10,105,65,48
India,Burari Road,Delhi,4-way,339,137,454,39,105,75,105,46
India,Khyber Pass Crossing,Delhi,4-way,783,92,465,14,105,67,105,27
India,Nigam Bodh Ghat,Delhi,4-way,21,38,185,68,35,45,81,57
India,P.S. Timarpur,Delhi,4-way,771,80,166,79,105,62,79,62
India,Mall Road,Delhi,4-way,93,115,444,91,67,72,105,66
India,Chennai Bypass Road,Chennai,4-way,56,100,3,3,52,70,14,14
India,Bangalore Chennai Expressway,Chennai,4-way,362,138,54,135,105,75,52,75
India,Anna Salai,Chennai,4-way,471,85,16,18,105,64,29,32
India,EVR Periyar Salai,Chennai,4-way,28,63,119,127,41,55,73,74
India,Arukilpadi road,Chennai,4-way,18,49,58,166,32,50,53,79
India,Thakkolam,Chennai,4-way,469,50,11,17,105,50,23,30
India,Golden Quadrilateral,Chennai,4-way,104,11,5,18,71,23,16,32
India,Chowringhee Road,Kolkata,4-way,944,130,14,170,105,74,27,79
India,Hazra Road,Kolkata,4-way,83,14,18,89,63,27,32,66
India,Park Street,Kolkata,4-way,91,14,0,0,66,27,10,10
India,Hazra Road,Kolkata,4-way,17,0,5,11,30,10,16,23
India,College Street,Kolkata,4-way,5,130,838,129,16,74,105,74
India,Jaddu Mullick Street,Kolkata,4-way,188,176,78,17,82,80,61,30
India,Raja SC Mullick Road,Kolkata,4-way,85,359,103,32,64,105,70,43
India,Burdwan Road,Kolkata,4-way,128,13,267,98,74,26,105,69
India,Burdwan Road,Kolkata,4-way,8,134,695,52,20,75,105,51
India,Eastern Metropolitan Bypass,Kolkata,4-way,104,114,98,0,71,72,69,10
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,103,17,293,20,70,30,105,34
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,16,87,17,102,29,65,30,70
India,Mahatma Gandhi Marg,Indore,4-way,103,1,208,14,70,11,84,27
India,A.B. Road,Indore,4-way,92,61,1070,8,67,54,105,20
India,Dewas Road,Indore,4-way,20,12,74,300,34,24,60,105
India,Ujjain Road,Indore,4-way,1193,1,0,188,105,11,10,82
India,Dhar Road,Indore,4-way,14,1113,46,98,27,105,48,69
India,Pithampur Road,Indore,4-way,11,72,0,120,23,59,10,73
India,Khandwa Road,Indore,4-way,157,77,197,0,78,61,83,10
India,Nemawar Road,Indore,4-way,475,66,97,529,105,56,69,105
India,Sarafa Bazaar,Indore,4-way,11,63,2,37,23,55,12,45
India,Chappan Dukan,Indore,4-way,1,16,6,7,11,29,17,18
India,Olpad-Rander Road,Surat,4-way,101,168,96,101,70,79,68,70
India,Hazira-Adajan Road,Surat,4-way,94,44,882,49,68,48,105,50
India,Sachin-Udhna Road,Surat,4-way,159,17,46,31,78,30,48,42
India,Dumas-Athwa Road,Surat,4-way,186,192,52,911,81,82,51,105
India,Kamrej-Varachha Road,Surat,4-way,949,19,19,4,105,33,33,15
India,Kadodara-Sahara Road,Surat,4-way,48,1193,14,63,49,105,27,55
India,National Highway 6 (NH6),Surat,4-way,198,294,568,200,83,105,105,83
India,National Highway 8 (NH8),Surat,4-way,1066,140,800,128,105,75,105,74
India,Outer Ring Road,Surat,4-way,18,0,187,20,32,10,82,34
India,Surat-Chennai Expressway,Surat,4-way,1047,0,274,100,105,10,105,70
India,J.M. Road,Pune,4-way,17,0,131,49,30,10,74,50
India,Fergusson College Road (FC Road),Pune,4-way,131,11,12,8,74,23,24,20
India,Laxmi Road,Pune,4-way,11,0,16,0,23,10,29,10
India,Shivaji Nagar,Pune,4-way,723,52,28,708,105,51,41,105
India,Koregaon Park,Pune,4-way,67,113,9,6,57,72,21,17
India,Kothrud,Pune,4-way,13,56,235,172,26,52,88,80
India,Viman Nagar,Pune,4-way,178,17,33,42,80,30,43,47
India,Aundh,Pune,4-way,0,5,88,651,10,16,65,105
India,Magarpatta City,Pune,4-way,1182,2,44,11,105,12,48,23
India,New Kalyani Nagar,Pune,4-way,15,14,15,170,28,27,28,79
India,LBS Marg Junction,Mumbai,4-way,108,43,6,10,71,47,17,22
India,Gandhi Nagar Junction,Mumbai,4-way,132,133,123,11,74,74,73,23
India,Jolly Marg Junction,Mumbai,4-way,177,646,646,65,80,105,105,56
India,Nikolsawadi Circle,Mumbai,4-way,78,781,9,15,61,105,21,28
India,MIDC A Cross Road,Mumbai,4-way,17,54,29,177,30,52,42,80
India,N S Phadke Marg,Mumbai,4-way,18,3,81,18,32,14,62,32
India,Gokhale Bridge,Delhi,4-way,14,19,136,8,27,33,75,20
India,DND Flyway,Delhi,4-way,54,553,99,173,52,105,70,80
India,Maharani Bagh,Delhi,4-way,85,1,12,14,64,11,24,27
India,Burari Road,Delhi,4-way,1132,609,887,15,105,105,105,28
India,Khyber Pass Crossing,Delhi,4-way,20,92,122,16,34,67,73,29
India,Nigam Bodh Ghat,Delhi,4-way,12,176,188,97,24,80,82,69
India,P.S. Timarpur,Delhi,4-way,16,19,12,0,29,33,24,10
India,Mall Road,Delhi,4-way,1170,45,123,900,105,48,73,105
India,Chennai Bypass Road,Chennai,4-way,15,205,2,13,28,84,12,26
India,Bangalore Chennai Expressway,Chennai,4-way,130,752,54,838,74,105,52,105
India,Anna Salai,Chennai,4-way,12,13,2,64,24,26,12,56
India,EVR Periyar Salai,Chennai,4-way,4,260,140,8,15,105,75,20
India,Arukilpadi road,Chennai,4-way,0,11,11,384,10,23,23,105
India,Thakkolam,Chennai,4-way,17,4,162,10,30,15,78,22
India,Golden Quadrilateral,Chennai,4-way,150,46,1176,20,77,48,105,34
India,Chowringhee Road,Kolkata,4-way,175,5,106,85,80,16,71,64
India,Hazra Road,Kolkata,4-way,709,2,70,518,105,12,58,105
India,Park Street,Kolkata,4-way,381,898,18,71,105,105,32,58
India,Hazra Road,Kolkata,4-way,17,165,4,4,30,79,15,15
India,College Street,Kolkata,4-way,59,288,65,37,54,105,56,45
India,Jaddu Mullick Street,Kolkata,4-way,745,76,44,372,105,60,48,105
India,Raja SC Mullick Road,Kolkata,4-way,187,14,94,17,82,27,68,30
India,Burdwan Road,Kolkata,4-way,16,54,994,1081,29,52,105,105
India,Burdwan Road,Kolkata,4-way,192,186,1030,3,82,81,105,14
India,Eastern Metropolitan Bypass,Kolkata,4-way,50,112,74,15,50,72,60,28
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,11,13,13,6,23,26,26,17
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,58,75,0,848,53,60,10,105
India,Mahatma Gandhi Marg,Indore,4-way,1048,921,6,11,105,105,17,23
India,A.B. Road,Indore,4-way,1040,99,2,17,105,70,12,30
India,Dewas Road,Indore,4-way,106,0,15,911,71,10,28,105
India,Ujjain Road,Indore,4-way,264,15,11,104,105,28,23,71
India,Dhar Road,Indore,4-way,101,51,11,73,70,50,23,59
India,Pithampur Road,Indore,4-way,50,87,0,194,50,65,10,83
India,Khandwa Road,Indore,4-way,781,3,164,194,105,14,79,83
India,Nemawar Road,Indore,4-way,4,150,159,5,15,77,78,16
India,Sarafa Bazaar,Indore,4-way,20,149,55,30,34,77,52,42
India,Chappan Dukan,Indore,4-way,224,159,55,19,87,78,52,33
India,Olpad-Rander Road,Surat,4-way,2,46,10,627,12,48,22,105
India,Hazira-Adajan Road,Surat,4-way,77,5,61,51,61,16,54,50
India,Sachin-Udhna Road,Surat,4-way,0,923,66,98,10,105,56,69
India,Dumas-Athwa Road,Surat,4-way,18,13,61,44,32,26,54,48
India,Kamrej-Varachha Road,Surat,4-way,944,834,17,70,105,105,30,58
India,Kadodara-Sahara Road,Surat,4-way,84,31,24,10,64,42,39,22
India,National Highway 6 (NH6),Surat,4-way,97,171,1120,138,69,79,105,75
India,National Highway 8 (NH8),Surat,4-way,132,171,55,396,74,79,52,105
India,Outer Ring Road,Surat,4-way,137,876,72,958,75,105,59,105
India,Surat-Chennai Expressway,Surat,4-way,23,171,23,0,38,79,38,10
India,J.M. Road,Pune,4-way,421,153,84,1178,105,77,64,105
India,Fergusson College Road (FC Road),Pune,4-way,638,13,12,1,105,26,24,11
India,Laxmi Road,Pune,4-way,116,618,32,488,72,105,43,105
India,Shivaji Nagar,Pune,4-way,14,86,199,33,27,64,83,43
India,Koregaon Park,Pune,4-way,32,84,139,73,43,64,75,59
India,Kothrud,Pune,4-way,15,19,230,44,28,33,87,48
India,Viman Nagar,Pune,4-way,95,129,79,849,68,74,62,105
India,Aundh,Pune,4-way,380,14,102,1009,105,27,70,105
India,Magarpatta City,Pune,4-way,88,867,78,133,65,105,61,74
India,New Kalyani Nagar,Pune,4-way,68,937,13,20,57,105,26,34
India,LBS Marg Junction,Mumbai,4-way,225,1086,0,980,87,105,10,105
India,Gandhi Nagar Junction,Mumbai,4-way,2,91,174,4,12,66,80,15
India,Jolly Marg Junction,Mumbai,4-way,4,196,515,167,15,83,105,79
India,Nikolsawadi Circle,Mumbai,4-way,12,106,14,78,24,71,27,61
India,MIDC A Cross Road,Mumbai,4-way,160,122,280,625,78,73,105,105
India,N S Phadke Marg,Mumbai,4-way,962,129,19,8,105,74,33,20
India,Gokhale Bridge,Delhi,4-way,71,2,95,29,58,12,68,42
India,DND Flyway,Delhi,4-way,19,103,0,34,33,70,10,44
India,Maharani Bagh,Delhi,4-way,911,15,12,16,105,28,24,29
India,Burari Road,Delhi,4-way,200,12,189,16,83,24,82,29
India,Khyber Pass Crossing,Delhi,4-way,16,15,19,22,29,28,33,36
India,Nigam Bodh Ghat,Delhi,4-way,20,68,134,29,34,57,75,42
India,P.S. Timarpur,Delhi,4-way,41,70,11,10,46,58,23,22
India,Mall Road,Delhi,4-way,1076,10,105,66,105,22,71,56
India,Chennai Bypass Road,Chennai,4-way,128,13,199,171,74,26,83,79
India,Bangalore Chennai Expressway,Chennai,4-way,13,5,5,16,26,16,16,29
India,Anna Salai,Chennai,4-way,69,833,18,0,58,105,32,10
India,EVR Periyar Salai,Chennai,4-way,67,14,13,364,57,27,26,105
India,Arukilpadi road,Chennai,4-way,74,15,43,190,60,28,47,82
India,Thakkolam,Chennai,4-way,5,122,9,15,16,73,21,28
India,Golden Quadrilateral,Chennai,4-way,56,160,157,17,52,78,78,30
India,Chowringhee Road,Kolkata,4-way,0,189,58,198,10,82,53,83
India,Hazra Road,Kolkata,4-way,176,104,49,37,80,71,50,45
India,Park Street,Kolkata,4-way,927,6,0,17,105,17,10,30
India,Hazra Road,Kolkata,4-way,44,48,219,8,48,49,86,20
India,College Street,Kolkata,4-way,73,7,7,111,59,18,18,71
India,Jaddu Mullick Street,Kolkata,4-way,12,15,2,178,24,28,12,80
India,Raja SC Mullick Road,Kolkata,4-way,16,11,7,17,29,23,18,30
India,Burdwan Road,Kolkata,4-way,64,63,10,86,56,55,22,64
India,Burdwan Road,Kolkata,4-way,154,10,1044,14,77,22,105,27
India,Eastern Metropolitan Bypass,Kolkata,4-way,268,753,876,172,105,105,105,80
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,1143,146,69,68,105,76,58,57
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,50,678,92,16,50,105,67,29
India,Mahatma Gandhi Marg,Indore,4-way,11,19,121,141,23,33,73,75
India,A.B. Road,Indore,4-way,49,74,65,185,50,60,56,81
India,Dewas Road,Indore,4-way,16,923,513,27,29,105,105,41
India,Ujjain Road,Indore,4-way,1045,967,8,149,105,105,20,77
India,Dhar Road,Indore,4-way,168,0,22,11,79,10,36,23
India,Pithampur Road,Indore,4-way,13,72,52,92,26,59,51,67
India,Khandwa Road,Indore,4-way,16,71,505,140,29,58,105,75
India,Nemawar Road,Indore,4-way,855,89,73,2,105,66,59,12
India,Sarafa Bazaar,Indore,4-way,36,416,16,0,44,105,29,10
India,Chappan Dukan,Indore,4-way,141,845,173,983,75,105,80,105
India,Olpad-Rander Road,Surat,4-way,35,35,9,47,44,44,21,49
India,Hazira-Adajan Road,Surat,4-way,20,0,38,662,34,10,45,105
India,Sachin-Udhna Road,Surat,4-way,10,158,11,1169,22,78,23,105
India,Dumas-Athwa Road,Surat,4-way,19,81,54,54,33,62,52,52
India,Kamrej-Varachha Road,Surat,4-way,19,91,19,15,33,66,33,28
India,Kadodara-Sahara Road,Surat,4-way,20,168,0,20,34,79,10,34
India,National Highway 6 (NH6),Surat,4-way,34,6,13,322,44,17,26,105
India,National Highway 8 (NH8),Surat,4-way,90,3,60,0,66,14,54,10
India,Outer Ring Road,Surat,4-way,18,2,48,179,32,12,49,81
India,Surat-Chennai Expressway,Surat,4-way,57,398,142,151,53,105,76,77
India,J.M. Road,Pune,4-way,0,17,0,65,10,30,10,56
India,Fergusson College Road (FC Road),Pune,4-way,149,54,124,156,77,52,73,77
India,Laxmi Road,Pune,4-way,20,159,18,93,34,78,32,67
India,Shivaji Nagar,Pune,4-way,3,199,169,148,14,83,79,76
India,Koregaon Park,Pune,4-way,341,597,81,711,105,105,62,105
India,Kothrud,Pune,4-way,12,1128,62,15,24,105,55,28
India,Viman Nagar,Pune,4-way,222,84,53,12,86,64,51,24
India,Aundh,Pune,4-way,536,798,35,1188,105,105,44,105
India,Magarpatta City,Pune,4-way,129,11,626,88,74,23,105,65
India,New Kalyani Nagar,Pune,4-way,74,7,739,17,60,18,105,30
India,LBS Marg Junction,Mumbai,4-way,69,103,90,364,58,70,66,105
India,Gandhi Nagar Junction,Mumbai,4-way,90,11,45,100,66,23,48,70
India,Jolly Marg Junction,Mumbai,4-way,138,13,20,132,75,26,34,74
India,Nikolsawadi Circle,Mumbai,4-way,300,40,146,977,105,46,76,105
India,MIDC A Cross Road,Mumbai,4-way,97,44,0,7,69,48,10,18
India,N S Phadke Marg,Mumbai,4-way,67,193,20,16,57,82,34,29
India,Gokhale Bridge,Delhi,4-way,70,17,12,860,58,30,24,105
India,DND Flyway,Delhi,4-way,11,12,133,144,23,24,74,76
India,Maharani Bagh,Delhi,4-way,88,185,901,25,65,81,105,40
India,Burari Road,Delhi,4-way,16,8,132,780,29,20,74,105
India,Khyber Pass Crossing,Delhi,4-way,176,528,56,127,80,105,52,74
India,Nigam Bodh Ghat,Delhi,4-way,1102,53,53,12,105,51,51,24
India,P.S. Timarpur,Delhi,4-way,549,156,25,118,105,77,40,72
India,Mall Road,Delhi,4-way,65,5,147,1,56,16,76,11
India,Chennai Bypass Road,Chennai,4-way,83,106,2,196,63,71,12,83
India,Bangalore Chennai Expressway,Chennai,4-way,26,238,627,73,40,88,105,59
India,Anna Salai,Chennai,4-way,195,84,607,70,83,64,105,58
India,EVR Periyar Salai,Chennai,4-way,14,170,24,183,27,79,39,81
India,Arukilpadi road,Chennai,4-way,1018,190,135,47,105,82,75,49
India,Thakkolam,Chennai,4-way,181,8,80,38,81,20,62,45
India,Golden Quadrilateral,Chennai,4-way,991,86,159,96,105,64,78,68
India,Chowringhee Road,Kolkata,4-way,106,42,25,293,71,47,40,105
India,Hazra Road,Kolkata,4-way,19,1020,176,143,33,105,80,76
India,Park Street,Kolkata,4-way,159,794,935,77,78,105,105,61
India,Hazra Road,Kolkata,4-way,188,15,45,244,82,28,48,89
India,College Street,Kolkata,4-way,0,984,132,664,10,105,74,105
India,Jaddu Mullick Street,Kolkata,4-way,4,171,15,8,15,79,28,20
India,Raja SC Mullick Road,Kolkata,4-way,82,142,92,65,63,76,67,56
India,Burdwan Road,Kolkata,4-way,922,73,91,696,105,59,66,105
India,Burdwan Road,Kolkata,4-way,642,100,20,943,105,70,34,105
India,Eastern Metropolitan Bypass,Kolkata,4-way,175,111,16,41,80,71,29,46
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,17,17,44,156,30,30,48,77
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,186,27,398,10,81,41,105,22
India,Mahatma Gandhi Marg,Indore,4-way,130,40,990,146,74,46,105,76
India,A.B. Road,Indore,4-way,19,139,12,61,33,75,24,54
India,Dewas Road,Indore,4-way,48,186,169,30,49,81,79,42
India,Ujjain Road,Indore,4-way,47,6,4,838,49,17,15,105
India,Dhar Road,Indore,4-way,159,726,0,3,78,105,10,14
India,Pithampur Road,Indore,4-way,11,90,101,74,23,66,70,60
India,Khandwa Road,Indore,4-way,147,25,10,0,76,40,22,10
India,Nemawar Road,Indore,4-way,84,114,67,85,64,72,57,64
India,Sarafa Bazaar,Indore,4-way,164,59,71,40,79,54,58,46
India,Chappan Dukan,Indore,4-way,87,1136,24,20,65,105,39,34
India,Olpad-Rander Road,Surat,4-way,0,138,126,687,10,75,73,105
India,Hazira-Adajan Road,Surat,4-way,1006,29,43,14,105,42,47,27
India,Sachin-Udhna Road,Surat,4-way,122,24,197,533,73,39,83,105
India,Dumas-Athwa Road,Surat,4-way,15,13,119,58,28,26,73,53
India,Kamrej-Varachha Road,Surat,4-way,1078,496,184,10,105,105,81,22
India,Kadodara-Sahara Road,Surat,4-way,914,53,8,24,105,51,20,39
India,National Highway 6 (NH6),Surat,4-way,1058,20,198,255,105,34,83,105
India,National Highway 8 (NH8),Surat,4-way,646,47,7,44,105,49,18,48
India,Outer Ring Road,Surat,4-way,361,510,108,0,105,105,71,10
India,Surat-Chennai Expressway,Surat,4-way,0,139,14,0,10,75,27,10
India,J.M. Road,Pune,4-way,10,496,93,96,22,105,67,68
India,Fergusson College Road (FC Road),Pune,4-way,1,139,62,15,11,75,55,28
India,Laxmi Road,Pune,4-way,91,120,15,100,66,73,28,70
India,Shivaji Nagar,Pune,4-way,39,11,36,63,46,23,44,55
India,Koregaon Park,Pune,4-way,978,0,185,93,105,10,81,67
India,Kothrud,Pune,4-way,1054,75,215,170,105,60,85,79
India,Viman Nagar,Pune,4-way,21,1,15,331,35,11,28,105
India,Aundh,Pune,4-way,108,65,20,63,71,56,34,55
India,Magarpatta City,Pune,4-way,179,151,0,32,81,77,10,43
India,New Kalyani Nagar,Pune,4-way,26,92,19,17,40,67,33,30
India,LBS Marg Junction,Mumbai,4-way,44,152,19,854,48,77,33,105
India,Gandhi Nagar Junction,Mumbai,4-way,16,36,45,9,29,44,48,21
India,Jolly Marg Junction,Mumbai,4-way,5,24,284,19,16,39,105,33
India,Nikolsawadi Circle,Mumbai,4-way,15,8,29,7,28,20,42,18
India,MIDC A Cross Road,Mumbai,4-way,32,573,125,3,43,105,73,14
India,N S Phadke Marg,Mumbai,4-way,757,193,18,56,105,82,32,52
India,Gokhale Bridge,Delhi,4-way,34,136,47,100,44,75,49,70
India,DND Flyway,Delhi,4-way,14,183,1012,11,27,81,105,23
India,Maharani Bagh,Delhi,4-way,166,71,168,90,79,58,79,66
India,Burari Road,Delhi,4-way,170,15,788,61,79,28,105,54
India,Khyber Pass Crossing,Delhi,4-way,82,872,57,269,63,105,53,105
India,Nigam Bodh Ghat,Delhi,4-way,159,16,1066,241,78,29,105,89
India,P.S. Timarpur,Delhi,4-way,87,419,2,76,65,105,12,60
India,Mall Road,Delhi,4-way,503,20,60,412,105,34,54,105
India,Chennai Bypass Road,Chennai,4-way,115,96,370,971,72,68,105,105
India,Bangalore Chennai Expressway,Chennai,4-way,125,99,0,11,73,70,10,23
India,Anna Salai,Chennai,4-way,13,156,8,13,26,77,20,26
India,EVR Periyar Salai,Chennai,4-way,457,174,17,794,105,80,30,105
India,Arukilpadi road,Chennai,4-way,53,0,131,36,51,10,74,44
India,Thakkolam,Chennai,4-way,27,67,48,9,41,57,49,21
India,Golden Quadrilateral,Chennai,4-way,32,42,174,185,43,47,80,81
India,Chowringhee Road,Kolkata,4-way,77,0,765,142,61,10,105,76
India,Hazra Road,Kolkata,4-way,182,17,74,888,81,30,60,105
India,Park Street,Kolkata,4-way,59,50,11,9,54,50,23,21
India,Hazra Road,Kolkata,4-way,98,891,47,12,69,105,49,24
India,College Street,Kolkata,4-way,64,159,82,12,56,78,63,24
India,Jaddu Mullick Street,Kolkata,4-way,25,61,7,18,40,54,18,32
India,Raja SC Mullick Road,Kolkata,4-way,27,89,309,870,41,66,105,105
India,Burdwan Road,Kolkata,4-way,0,19,139,1034,10,33,75,105
India,Burdwan Road,Kolkata,4-way,1101,6,1110,70,105,17,105,58
India,Eastern Metropolitan Bypass,Kolkata,4-way,0,2,26,64,10,12,40,56
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,128,19,164,401,74,33,79,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,35,128,100,1029,44,74,70,105
India,Mahatma Gandhi Marg,Indore,4-way,14,2,12,11,27,12,24,23
India,A.B. Road,Indore,4-way,50,149,7,5,50,77,18,16
India,Dewas Road,Indore,4-way,762,76,15,400,105,60,28,105
India,Ujjain Road,Indore,4-way,1019,26,167,864,105,40,79,105
India,Dhar Road,Indore,4-way,68,62,80,207,57,55,62,84
India,Pithampur Road,Indore,4-way,17,8,18,454,30,20,32,105
India,Khandwa Road,Indore,4-way,185,20,98,1,81,34,69,11
India,Nemawar Road,Indore,4-way,537,387,11,153,105,105,23,77
India,Sarafa Bazaar,Indore,4-way,494,492,210,87,105,105,85,65
India,Chappan Dukan,Indore,4-way,0,97,20,460,10,69,34,105
India,Olpad-Rander Road,Surat,4-way,0,63,15,12,10,55,28,24
India,Hazira-Adajan Road,Surat,4-way,149,509,492,27,77,105,105,41
India,Sachin-Udhna Road,Surat,4-way,11,734,21,448,23,105,35,105
India,Dumas-Athwa Road,Surat,4-way,20,32,906,419,34,43,105,105
India,Kamrej-Varachha Road,Surat,4-way,3,0,603,19,14,10,105,33
India,Kadodara-Sahara Road,Surat,4-way,174,31,19,993,80,42,33,105
India,National Highway 6 (NH6),Surat,4-way,91,18,11,58,66,32,23,53
India,National Highway 8 (NH8),Surat,4-way,56,16,141,808,52,29,75,105
India,Outer Ring Road,Surat,4-way,67,163,47,989,57,78,49,105
India,Surat-Chennai Expressway,Surat,4-way,173,1075,68,116,80,105,57,72
India,J.M. Road,Pune,4-way,59,17,82,0,54,30,63,10
India,Fergusson College Road (FC Road),Pune,4-way,98,20,69,16,69,34,58,29
India,Laxmi Road,Pune,4-way,984,104,10,47,105,71,22,49
India,Shivaji Nagar,Pune,4-way,25,196,143,26,40,83,76,40
India,Koregaon Park,Pune,4-way,86,177,193,95,64,80,82,68
India,Kothrud,Pune,4-way,565,919,11,20,105,105,23,34
India,Viman Nagar,Pune,4-way,12,126,127,58,24,73,74,53
India,Aundh,Pune,4-way,19,82,20,273,33,63,34,105
India,Magarpatta City,Pune,4-way,1156,154,0,97,105,77,10,69
India,New Kalyani Nagar,Pune,4-way,65,8,0,17,56,20,10,30
India,LBS Marg Junction,Mumbai,4-way,139,134,25,11,75,75,40,23
India,Gandhi Nagar Junction,Mumbai,4-way,0,110,17,16,10,71,30,29
India,Jolly Marg Junction,Mumbai,4-way,4,1195,14,39,15,105,27,46
India,Nikolsawadi Circle,Mumbai,4-way,447,179,72,47,105,81,59,49
India,MIDC A Cross Road,Mumbai,4-way,192,60,315,197,82,54,105,83
India,N S Phadke Marg,Mumbai,4-way,12,22,67,20,24,36,57,34
India,Gokhale Bridge,Delhi,4-way,39,122,520,94,46,73,105,68
India,DND Flyway,Delhi,4-way,15,681,37,119,28,105,45,73
India,Maharani Bagh,Delhi,4-way,101,19,594,1040,70,33,105,105
India,Burari Road,Delhi,4-way,2,92,941,51,12,67,105,50
India,Khyber Pass Crossing,Delhi,4-way,540,17,7,128,105,30,18,74
India,Nigam Bodh Ghat,Delhi,4-way,158,17,33,6,78,30,43,17
India,P.S. Timarpur,Delhi,4-way,40,65,6,186,46,56,17,81
India,Mall Road,Delhi,4-way,0,136,14,13,10,75,27,26
India,Chennai Bypass Road,Chennai,4-way,530,589,809,700,105,105,105,105
India,Bangalore Chennai Expressway,Chennai,4-way,0,40,120,11,10,46,73,23
India,Anna Salai,Chennai,4-way,2,9,3,12,12,21,14,24
India,EVR Periyar Salai,Chennai,4-way,1033,95,1165,468,105,68,105,105
India,Arukilpadi road,Chennai,4-way,132,20,113,51,74,34,72,50
India,Thakkolam,Chennai,4-way,191,170,34,7,82,79,44,18
India,Golden Quadrilateral,Chennai,4-way,108,14,82,17,71,27,63,30
India,Chowringhee Road,Kolkata,4-way,15,22,131,20,28,36,74,34
India,Hazra Road,Kolkata,4-way,85,1185,19,282,64,105,33,105
India,Park Street,Kolkata,4-way,6,185,469,14,17,81,105,27
India,Hazra Road,Kolkata,4-way,19,43,11,40,33,47,23,46
India,College Street,Kolkata,4-way,84,2,181,117,64,12,81,72
India,Jaddu Mullick Street,Kolkata,4-way,663,96,17,54,105,68,30,52
India,Raja SC Mullick Road,Kolkata,4-way,6,976,82,579,17,105,63,105
India,Burdwan Road,Kolkata,4-way,109,684,181,186,71,105,81,81
India,Burdwan Road,Kolkata,4-way,42,38,2,196,47,45,12,83
India,Eastern Metropolitan Bypass,Kolkata,4-way,177,135,73,132,80,75,59,74
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,574,61,14,535,105,54,27,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,188,140,961,41,82,75,105,46
India,Mahatma Gandhi Marg,Indore,4-way,48,31,181,132,49,42,81,74
India,A.B. Road,Indore,4-way,57,18,7,952,53,32,18,105
India,Dewas Road,Indore,4-way,1077,58,12,92,105,53,24,67
India,Ujjain Road,Indore,4-way,12,143,18,32,24,76,32,43
India,Dhar Road,Indore,4-way,11,179,20,839,23,81,34,105
India,Pithampur Road,Indore,4-way,62,183,9,40,55,81,21,46
India,Khandwa Road,Indore,4-way,20,11,64,121,34,23,56,73
India,Nemawar Road,Indore,4-way,19,46,6,22,33,48,17,36
India,Sarafa Bazaar,Indore,4-way,6,9,124,54,17,21,73,52
India,Chappan Dukan,Indore,4-way,18,67,79,1021,32,57,62,105
India,Olpad-Rander Road,Surat,4-way,35,597,72,12,44,105,59,24
India,Hazira-Adajan Road,Surat,4-way,16,75,903,184,29,60,105,81
India,Sachin-Udhna Road,Surat,4-way,529,122,29,954,105,73,42,105
India,Dumas-Athwa Road,Surat,4-way,3,366,20,344,14,105,34,105
India,Kamrej-Varachha Road,Surat,4-way,1057,10,27,6,105,22,41,17
India,Kadodara-Sahara Road,Surat,4-way,12,18,135,0,24,32,75,10
India,National Highway 6 (NH6),Surat,4-way,0,9,122,198,10,21,73,83
India,National Highway 8 (NH8),Surat,4-way,174,0,430,660,80,10,105,105
India,Outer Ring Road,Surat,4-way,35,1,62,3,44,11,55,14
India,Surat-Chennai Expressway,Surat,4-way,7,128,18,109,18,74,32,71
India,J.M. Road,Pune,4-way,142,37,50,556,76,45,50,105
India,Fergusson College Road (FC Road),Pune,4-way,8,63,91,191,20,55,66,82
India,Laxmi Road,Pune,4-way,58,1,98,96,53,11,69,68
India,Shivaji Nagar,Pune,4-way,97,83,780,31,69,63,105,42
India,Koregaon Park,Pune,4-way,27,216,11,19,41,85,23,33
